,month,day,cluster_id,max_temp,min_temp,mean_temp,rain,snow_precip,precip,snow_on_grnd
0,1,1,0,-17.87647062189439,-27.46470597211052,-22.699999753166647,0.25882353502161365,2.003921564011013,1.0823529310086193,55.411764705882355
1,1,1,1,-0.9666666487852735,-5.683333396911621,-3.333333380520344,1.4666666984558105,2.76666667064031,3.6333333849906926,23.5
2,1,1,2,-3.7882142663002023,-9.764642927050588,-6.795000083744526,0.5225000113248826,3.988333231210709,4.388809505105018,59.2625
3,1,2,0,-4.552678587536016,-11.028869178767003,-7.80833327025175,0.3208333402872085,3.127777746568123,4.049007923652728,54.020833333333336
4,1,2,1,-18.307143109185354,-30.821428435189382,-24.57857138769967,0.19642857568604602,1.8261904716491695,0.8357142891202654,63.69642857142858
5,1,2,2,-2.0200000569224352,-8.420000037550926,-5.240000009536741,0.0,3.7199999809265134,3.0800000190734864,21.6
6,1,3,0,-3.7142857483455103,-7.999999965940203,-5.885714292526244,0.17142857824053084,3.5428571360451837,3.342857241630554,29.71428571428571
7,1,3,1,-18.70588235294118,-28.58823551851161,-23.670588325051703,0.25882353502161365,2.486274450140841,1.4705881905906344,60.23529411764705
8,1,3,2,-2.0560150358237728,-8.415413520053816,-5.247368415719586,0.3184210595331694,2.329824545665791,3.3882205588252923,56.171052631578945
9,1,4,0,-1.87670805402424,-8.58664590573829,-5.243478252188019,0.28695652795874554,3.586956508781599,5.442443041697791,48.65217391304348
10,1,4,1,-17.97058806699865,-26.605882308062384,-22.147059104021857,0.2264705931439119,1.9960784210878257,0.5294117541874148,55.25
11,1,4,2,-12.93333331743876,-20.366666793823242,-16.700000127156574,2.7755575615628914e-17,3.1333333651224775,3.0666666825612388,90.66666666666666
12,1,5,0,-1.4750000536441803,-8.300000190734863,-4.900000065565109,0.15000000596046448,2.5500001013278966,2.2999999821186066,26.75
13,1,5,1,-1.5182143002748498,-8.144642858579754,-4.840000057220461,0.33000000715255734,2.8449999429285517,2.473809490352869,57.15
14,1,5,2,-19.47894728811164,-29.40000022085089,-24.46842088197407,0.20263158333928952,1.664912279499204,0.973684203467871,58.43421052631579
15,1,6,0,-2.2256493236530908,-9.067857178774743,-5.677272788502956,0.32500000704418525,2.887878743084994,2.139826839620417,47.71590909090909
16,1,6,1,-9.800000071525574,-18.260000133514403,-14.060000133514404,0.0,0.4399999916553501,0.43999999165534986,85.8
17,1,6,2,-20.37499964237213,-29.762499928474426,-25.09374976158142,0.20625000447034836,3.0499999523162837,3.081249970942736,55.84375
18,1,7,0,-0.3117646973799264,-6.105882357148566,-3.2294117133407045,0.323529418777017,2.5372548839625186,2.02352942088071,47.735294117647065
19,1,7,1,-14.442857061113632,-23.800000190734863,-19.15714291163853,-2.7755575615628914e-17,3.6000000408717563,3.2285714149475098,82.57142857142858
20,1,7,2,-15.250751896908408,-23.93646621704102,-19.621052792197776,0.26052632143622945,2.7842104952586326,2.2513784546601143,53.776315789473685
21,1,8,0,-15.83000018596649,-25.079999923706055,-20.27000002861023,0.0,7.2700002014636995,6.170000010728836,80.19999999999999
22,1,8,1,-13.84151780605316,-20.355803728103634,-16.95624989271164,0.2406250052154064,1.6895833164453506,1.62351190764457,49.015625
23,1,8,2,0.005882380639807394,-7.176470568951437,-3.5999999887803025,0.38823530253242045,2.9176470365594414,2.1117646948379627,49.52941176470588
24,1,9,0,-17.077777862548828,-25.85555542839898,-21.477778010898163,0.12222222487131754,4.607407410939534,3.000000052981906,47.5
25,1,9,1,-18.200000047683716,-28.355555640326603,-23.299999872843422,0.0,1.5999999973509045,1.4111111296547783,85.11111111111111
26,1,9,2,-2.530571428835393,-9.291714248657225,-5.9400000017881425,0.5140000081062317,2.846666639447212,2.767047636508942,51.989999999999995
27,1,10,0,-1.0809524059295663,-6.471428583775248,-3.790476114976972,0.5333333356039865,2.842857105391366,2.1238095135915844,50.904761904761905
28,1,10,1,-19.87499988079071,-28.512500047683716,-24.199999809265137,5.551115123125783e-17,2.625000024214387,1.9749999288469553,85.875
29,1,10,2,-14.383163418088639,-24.00663307734898,-19.207142966134207,0.2750000059604645,2.3880952224135394,0.8054421799523489,53.089285714285715
30,1,11,0,1.200000002514571,-5.68750000372529,-2.2562500648200547,0.3437500074505806,2.1145833106711502,1.2749999994412065,52.78125
31,1,11,1,-16.799999952316284,-27.500000476837158,-22.16250026226044,-2.7755575615628914e-17,3.1249999701976776,2.8624999970197678,85.375
32,1,11,2,-12.35075182663767,-21.715413645694127,-17.057894807112845,0.26052632143622945,2.5842104961997583,1.6987468819869191,49.671052631578945
33,1,12,0,-21.01111115349664,-32.6999994913737,-26.88888888888889,0.2444444497426351,3.6481481658087835,2.422222190433078,60.0
34,1,12,1,-2.2217033322040836,-9.86895594230065,-6.061538455577995,0.32500000699208337,2.5653846017443214,1.9952381035456288,50.24038461538461
35,1,12,2,-4.500000029802322,-17.387500047683716,-11.050000011920929,5.551115123125783e-17,2.4000000059604645,2.5125000178813934,85.5
36,1,13,0,-19.600000063578285,-29.208333015441887,-24.425000031789143,0.2750000059604645,1.9583333134651184,0.5499999970197675,60.708333333333336
37,1,13,1,-2.9693452169497787,-8.420535665005445,-5.712500012790165,0.3062500065813462,2.197222209225098,1.549007932965954,50.03125000000001
38,1,13,2,-0.4285714424082192,-5.171428578240532,-2.814285687037877,5.551115123125783e-17,4.871428659984044,4.042857033865792,88.71428571428572
39,1,14,0,-2.933333313299549,-10.633333232667711,-7.122222357326084,0.022222222553359205,3.0555555555555554,2.8444444338480634,83.22222222222221
40,1,14,1,-24.157142911638537,-35.51428549630302,-29.84285681588309,0.23571429082325526,5.914285591670445,3.814285550798689,62.892857142857146
41,1,14,2,-3.624603155586455,-10.344179899604232,-7.000000020420109,0.32592593299018013,3.2567901258115413,3.369488566010087,49.888888888888886
42,1,15,0,-13.785267919301987,-23.51830369234085,-18.681250035762787,0.30937500670552254,2.90625,1.1110119074583056,50.046875
43,1,15,1,0.4368421200074648,-4.99999999529437,-2.1631579085400254,0.30000000643102753,2.8175438705243563,1.5947368646922868,56.5
44,1,15,2,-9.4375,-19.637499928474426,-14.550000071525574,5.551115123125783e-17,6.275000095367432,5.950000047683716,92.125
45,1,16,0,-14.272023836771648,-22.47440489133199,-18.39999993642171,0.2750000059604645,1.7833333176871136,0.8730158768594263,51.291666666666664
