,month,day,cluster_id,max_temp,min_temp,mean_temp,rain,snow_precip,precip,snow_on_ground
0,1,1,0,3.678571428571428,-3.0642856870378763,0.31428572961262335,9.585714067731585,4.7142857142857135,14.299999782017299,21.571428571428555
1,1,1,1,0.14512410263220366,-4.656560281912485,-2.266312020520369,5.539627512296039,7.232890069484711,12.991489191850025,151.26754570007324
2,1,1,2,2.090909090909091,-2.7727272727272725,-0.33636364069851943,7.454545454545455,1.1363636363636358,8.681818181818182,274.81818181818176
3,1,2,0,1.9090909090909087,-3.0,-0.5363636612892149,3.4773693951693447,1.5454545454545463,5.708703994750977,272.6363636363636
4,1,2,1,2.857142857142857,-2.642857142857143,0.10714287417275625,7.014285632542201,2.1428571428571446,9.157142775399343,15.07142857142857
5,1,2,2,-0.06320923070112827,-5.26072691877683,-2.6746453791856766,3.110460937023163,8.34955672423045,12.92898937066396,147.84868621826172
6,1,3,0,3.4333333333333336,-1.5000000000000004,0.9666666666666669,-8.881784197001252e-16,4.999999999999999,5.0,14.066666666666649
7,1,3,1,0.032928052402678265,-4.737082106726509,-2.37598785332271,1.291691984449113,4.735460985274542,6.380851041702997,143.97243318103608
8,1,3,2,1.8461538461538463,-2.4230769230769234,-0.2769230833420383,7.988543216998761,2.384615384615385,11.18428787818322,257.53846153846155
9,1,4,0,-0.19654256105422935,-4.5523936053117104,-2.3829787274201717,3.0646276374657964,4.212056736151378,7.866489311059313,145.09649340311685
10,1,4,1,0.5909090909090909,-3.8636363636363638,-1.636363658038053,15.386460304260252,2.0,20.16324944929643,259.00000000000006
11,1,4,2,1.535714285714286,-2.75,-0.6142857074737553,12.507142884390694,4.357142857142858,16.864285741533553,15.214285714285737
12,1,5,0,2.94321808218956,-2.4687499999999996,0.04401595145463966,6.868750020861626,5.468749999999998,12.337500020861626,13.312500000000028
13,1,5,1,0.5833333333333335,-4.375,-1.8833333601554232,2.5209219455719,3.2500000000000004,6.6496453285217285,254.0
14,1,5,2,-0.9242148001988721,-5.641843977428618,-3.295035478614625,0.33931103206816227,0.9687943572089788,1.3141844045548199,147.5914808000837
15,1,6,0,3.3409574429194135,-1.9583333333333335,0.7920212745666502,0.36666667461395175,1.0000000000000018,1.3666666746139544,5.416666666666714
16,1,6,1,0.7142857142857145,-4.714285714285714,-1.9999999999999998,5.446504524775913,19.785714285714285,22.84255313873291,316.7142857142858
17,1,6,2,0.6097163200378423,-4.685957455635071,-2.039858170350394,7.241702111562091,6.1381560166676845,13.726524782180787,153.4771947224935
18,1,7,0,3.3181818181818183,-1.3636363636363633,0.8545454632152213,1.2727272727272725,4.363636363636363,5.636363636363637,5.909090909090935
19,1,7,1,1.3330496470133462,-3.662624096870421,-1.1165247996648144,3.301702137788136,5.861489327748616,9.10985811551412,159.8771947224935
20,1,7,2,1.0624999999999996,-2.9375,-0.950000047683716,15.990691840648651,4.375,19.524734377861023,328.125
21,1,8,0,0.9999999999999999,-2.1428571428571432,-0.5714285842009952,4.994680779320854,8.285714285714286,13.656990800585064,247.92857142857142
22,1,8,1,-0.1699352471724791,-4.459944491801055,-2.3215541036232663,3.892414486926535,6.51498614186826,10.717298860135285,135.32265638268512
23,1,8,2,3.291666666666667,-0.7083333333333339,1.291666666666666,2.166666666666667,1.166666666666667,3.333333293596902,0.0
24,1,9,0,0.6785714285714284,-2.3571428571428568,-0.8285714387893678,0.7714285850524893,9.357142857142856,10.128571442195348,256.0
25,1,9,1,4.0,0.7000000000000002,2.3599999904632565,6.1800000190734865,0.8000000000000007,6.980000019073485,0.0
26,1,9,2,0.36731912612914985,-4.034297876358031,-1.8316595816612256,6.603063831329345,5.759574508666992,13.2637446975708,136.37473876953126
27,1,10,0,1.5833333333333333,-2.25,-0.37499998013178537,2.925000001986821,4.916666666666665,7.841666668653488,-2.842170943040401e-14
28,1,10,1,-0.20833333333333331,-3.7083333333333335,-1.9500000178813934,5.9104609092076625,4.333333333333333,10.68315593401591,267.83333333333326
29,1,10,2,0.21565958499908422,-3.983148941993713,-1.87982978105545,3.8330212068557734,4.745787220001221,8.263914813995362,142.33684387207032
30,1,11,0,0.7573649791570816,-4.1068739753503065,-1.734451743272635,7.400981958095843,4.497872343430152,11.596071967711817,146.32186420147235
31,1,11,1,2.454545454545454,-3.272727272727273,-0.4000000249255785,7.920502879402854,6.727272727272727,15.127079270102762,271.9090909090909
32,1,11,2,2.916666666666666,-1.3333333333333326,0.6333333502213156,15.366666654745735,1.583333333333333,16.949999988079075,0.4166666666666572
33,1,12,0,4.049290776252747,1.3322676295501878e-15,1.467021326224009,9.566666667660078,1.2499999999999987,10.816666667660078,0.9999999999999716
34,1,12,1,1.0478329481901953,-3.37328603974095,-1.162805360776406,2.0787233953122746,3.3646178245544434,5.448069342860471,151.38596654821325
35,1,12,2,2.5,-2.55,-1.6653345369377348e-16,1.2125531673431391,8.299999999999997,10.03978719711304,282.19999999999993
36,1,13,0,4.875,-1.4583333333333333,1.708333313465118,5.300000071525575,0.3333333333333326,5.633333404858908,0.0
37,1,13,1,1.307692307692308,-3.4615384615384617,-1.0692307582268348,3.7942716891948995,6.461538461538462,9.661374789017897,264.84615384615387
38,1,13,2,1.3329787154992423,-3.6532801737387977,-1.0998227124412856,6.246897220611571,2.885195036729177,9.13741139570872,143.6842123667399
39,1,14,0,2.155319142341614,-3.123148956298828,-0.47565957307815543,9.0690213739872,1.3977872371673574,10.47191498398781,141.33473876953124
40,1,14,1,6.538461538461538,0.1923076923076925,3.369230783902682,10.430769113393932,0.6153846153846145,11.046153728778545,0.0
41,1,14,2,1.0909090909090904,-2.7727272727272725,-0.8454545844684949,7.829593788493764,13.909090909090912,24.94526108828458,269.9090909090909
42,1,15,0,1.2692307692307696,-3.346153846153846,-1.0307692197652965,2.0096562825716466,10.307692307692307,12.722913228548489,275.7692307692308
43,1,15,1,5.041666666666668,0.625,2.8500000039736433,8.766666412353514,1.0,9.766666412353516,0.0
44,1,15,2,1.9367907742659254,-2.6741134723027544,-0.3704787095387777,3.809397153556348,4.3893616994222,8.204077991346518,138.59868621826172
45,1,16,0,2.266312062740326,-2.907446801662445,-0.32482270399729424,5.342730554441611,2.643528362115223,7.995744638144971,137.1842123667399
46,1,16,1,6.333333333333334,0.791666666666667,3.5583333323399233,6.975000063578287,1.166666666666666,8.141666730244955,-2.842170943040401e-14
47,1,16,2,1.3846153846153844,-3.0769230769230766,-0.8461538461538463,4.701963974879338,9.384615384615383,14.492143997779262,278.30769230769226
48,1,17,0,1.830064737278482,-3.164292330327241,-0.6693802216778632,11.488066590350606,3.354116564211637,14.84773355981578,139.80091725225034
49,1,17,1,1.3,-3.1666666666666665,-0.9333333452542623,3.508368778228757,9.53333333333333,13.393191464742024,278.9333333333334
