day,month,year,max_temp,min_temp,mean_temp,rain,snow_precip,precip,snow_on_grnd
1965,1,9.092121131323903,2.092723933733551,2.7156573829832857,2.226431122373814,4.177816090898388,2.5234305603381455,4.4313465519227515,0.0
1965,2,8.225975119502044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,3,9.092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,4,8.803408430829505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,5,9.092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,6,8.803408430829505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,7,9.092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,8,9.092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,9,8.803408430829505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,10,9.092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,11,8.803408430829505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,12,9.092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,1,9.092121131323903,3.241453231567946,3.3575998042035846,3.0478429521259933,9.506944867131224,6.568774280676699,10.3126845786189,0.0
1966,2,8.225975119502044,1.9045753183332856,2.855339374586861,1.9810210366090422,5.579454856615071,0.0,5.579454856615071,0.0
1966,3,9.092121131323903,3.26230343705349,3.742579780269308,2.964691847322048,10.668535692933803,0.08980265101338746,10.697935588871022,0.0
1966,4,8.803408430829505,3.1203152983717506,3.0848834415150277,2.1579817294561905,1.0888145837967425,0.0,1.0888145837967425,0.0
1966,5,9.092121131323903,3.7428813632244333,3.4263462705035757,2.6202972075416326,1.970688396211532,0.0,1.970688396211532,0.0
1966,6,8.803408430829505,3.3795887999423626,2.6685051106455018,2.2576969476924176,2.8245720489839967,0.0,2.8245720489839967,0.0
1966,7,9.092121131323903,2.5063830991287164,2.405665401166954,1.5536914113149929,4.111779616463424,0.0,4.111779616463424,0.0
1966,8,9.092121131323903,4.097229507584656,3.6776892447432474,2.974396177717357,2.4993332086484066,0.0,2.4993332086484066,0.0
1966,9,8.803408430829505,3.0773848538584985,3.3757230225705452,1.7474087115794465,3.2121267666528035,0.0,3.2121267666528035,0.0
