,month,day,cluster_id,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
0,1,1,0,0.0,0.0,0.0,0.7799999892711682,0.0,0.7799999892711682,3.666666666666666
1,1,1,1,0.0,0.0,0.0,95.26666514078778,0.0,95.26666514078778,0.0
2,1,1,2,0.0,0.0,0.0,34.511904398600265,0.0,34.511904398600265,0.3273809552192686
3,1,2,0,0.0,0.0,0.0,22.595237970352173,0.08333333333333326,22.678571303685505,0.3273809552192688
4,1,2,1,0.0,0.0,0.0,0.5499999970197695,1.3125000000000004,1.8624999970197642,3.125
5,1,2,2,0.0,0.0,0.0,52.45000076293945,0.0,52.45000076293945,0.0
6,1,3,0,0.0,0.0,0.0,46.87142889840262,0.2857142857142857,47.157143184116904,0.14285714285714235
7,1,3,1,0.0,0.0,0.0,7.038311644033957,0.25,7.288311644033957,3.405844157392328
8,1,3,2,0.0,0.0,0.0,221.3999938964844,0.0,221.3999938964844,0.0
9,1,4,0,0.0,0.0,0.0,51.39999961853027,-5.551115123125783e-17,51.39999961853027,-2.220446049250313e-16
10,1,4,1,0.0,0.0,0.0,2.6842104886707503,0.7368421052631577,3.421052593933908,1.5263157894736838
11,1,4,2,0.0,0.0,0.0,23.028571319580077,0.0,23.028571319580077,0.7857142925262451
12,1,5,0,0.0,0.0,0.0,26.826428413391113,0.7,27.526428413391116,4.189285719394683
13,1,5,1,0.0,0.0,0.0,1.2749999761581385,1.2125000478699806,2.487500024028124,2.5624999999999996
14,1,5,2,0.0,0.0,0.0,57.624999046325684,0.75,58.374999046325684,0.5
15,1,6,0,0.0,0.0,0.0,25.07053542137146,0.699999988079071,25.770535469055176,0.9866071492433549
16,1,6,1,0.0,0.0,0.0,77.73999786376953,0.0,77.73999786376953,0.6000000000000001
17,1,6,2,0.0,0.0,0.0,1.217647065134603,0.4823529299567727,1.6999999950913853,2.7058823529411757
18,1,7,0,0.0,0.0,0.0,3.456249985843897,0.47499999403953547,3.931249961256981,2.8102678582072262
19,1,7,1,0.0,0.0,0.0,74.05999908447265,0.0,74.05999908447265,4.800000000000001
20,1,7,2,0.0,0.0,0.0,28.638095431857636,0.0,28.63809543185764,0.4365079402923586
21,1,8,0,0.0,0.0,0.0,88.05000305175781,0.0,88.0500030517578,0.0
22,1,8,1,0.0,0.0,0.0,10.733766122297808,0.35454545237801294,11.088311585513027,2.4967532483014203
